raw_text,category,emotion,priority
"Dear LearnSphere Support,

I am writing to formally report that family plan inactive. This problem has persisted for the last few days and is preventing me from using the platform effectively. I updated the application without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Frustrated,High
"Hello,

I understand technical problems can happen, but plan not upgraded. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Urgent,High
"pasword... payment deducted but failed, plz fix. this keeps happening every time.",Billing & Subscriptions,Confused,High
"This wasn't happening before. Since the latest update, unexpected renewal. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Neutral,Critical
"I'm honestly disappointed. wrong currency charged. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Neutral,High
student discount missing.,Billing & Subscriptions,Confused,High
 charged twice. Please look into this.,Billing & Subscriptions,Angry,Critical
"Hey team, I'm facing an issue where billing history inaccurate. I cleared cache, but nothing changed. ",Billing & Subscriptions,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that auto-renew disabled but billed. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Angry,Critical
"Hello,

I understand technical problems can happen, but wrong currency charged. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Frustrated,High
"cnt... wallet credit missing, plz fix. this keeps happening every time.",Billing & Subscriptions,Urgent,High
"This wasn't happening before. Since the latest update, refund still pending. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Confused,High
"I'm honestly disappointed. refund still pending. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Neutral,High
invoice unavailable.,Billing & Subscriptions,Frustrated,Critical
"Hello Support, plan not upgraded. Please look into this.",Billing & Subscriptions,Frustrated,Critical
"Dear Support Team, I'm facing an issue where payment deducted but failed. I checked my email spam folder, but nothing changed. Regards.",Billing & Subscriptions,Angry,Critical
"Dear LearnSphere Support,

I am writing to formally report that refund still pending. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Neutral,Critical
"Hello,

I understand technical problems can happen, but coupon ignored. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Angry,High
"idk... unexpected renewal, plz fix. this keeps happening every time.",Billing & Subscriptions,Neutral,Critical
"This wasn't happening before. Since the latest update, invoice unavailable. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Frustrated,Critical
"I'm honestly disappointed. plan not upgraded. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Urgent,Critical
duplicate transaction.,Billing & Subscriptions,Confused,High
"Hi LearnSphere Team, trial converted unexpectedly. Thank you.",Billing & Subscriptions,Urgent,High
" I'm facing an issue where billing history inaccurate. I updated the application, but nothing changed. Looking forward to your response.",Billing & Subscriptions,Neutral,Critical
"Dear LearnSphere Support,

I am writing to formally report that invoice unavailable. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Urgent,Critical
"Hello,

I understand technical problems can happen, but billing history inaccurate. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Confused,High
"biling... receipt not generated, plz fix. this keeps happening every time.",Billing & Subscriptions,Frustrated,High
"This wasn't happening before. Since the latest update, charged twice. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Angry,High
"I'm honestly disappointed. tax amount looks incorrect. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Urgent,Critical
unexpected renewal.,Billing & Subscriptions,Frustrated,Critical
"Hey team, coupon ignored. Kindly resolve this soon.",Billing & Subscriptions,Frustrated,High
" I'm facing an issue where receipt not generated. I tried another browser, but nothing changed. This is affecting my learning.",Billing & Subscriptions,Neutral,Critical
"Dear LearnSphere Support,

I am writing to formally report that charged twice. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Neutral,Critical
"Hello,

I understand technical problems can happen, but family plan inactive. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Urgent,High
"biling... payment deducted but failed, plz fix. this keeps happening every time.",Billing & Subscriptions,Neutral,Critical
"This wasn't happening before. Since the latest update, billing history inaccurate. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Angry,High
"I'm honestly disappointed. invoice unavailable. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Angry,High
wrong currency charged.,Billing & Subscriptions,Urgent,Critical
"To whom it may concern, wrong currency charged. Please look into this.",Billing & Subscriptions,Urgent,Critical
"I hope you're doing well. I'm facing an issue where auto-renew disabled but billed. I cleared cache, but nothing changed. Kindly resolve this soon.",Billing & Subscriptions,Urgent,Critical
"Dear LearnSphere Support,

I am writing to formally report that coupon ignored. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Confused,Critical
"Hello,

I understand technical problems can happen, but charged twice. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Neutral,Critical
"pasword... payment gateway error, plz fix. this keeps happening every time.",Billing & Subscriptions,Urgent,Critical
"This wasn't happening before. Since the latest update, payment deducted but failed. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Urgent,High
"I'm honestly disappointed. receipt not generated. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Neutral,High
enterprise plan billed twice.,Billing & Subscriptions,Angry,High
"Good evening, billing history inaccurate. Looking forward to your response.",Billing & Subscriptions,Angry,Critical
"Hey team, I'm facing an issue where tax amount looks incorrect. I checked my email spam folder, but nothing changed. Regards.",Billing & Subscriptions,Frustrated,Critical
"Dear LearnSphere Support,

I am writing to formally report that refund still pending. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Frustrated,Critical
"Hello,

I understand technical problems can happen, but duplicate transaction. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Frustrated,Critical
"pasword... duplicate transaction, plz fix. this keeps happening every time.",Billing & Subscriptions,Confused,Critical
"This wasn't happening before. Since the latest update, billing history inaccurate. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Urgent,Critical
"I'm honestly disappointed. plan not upgraded. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Confused,High
duplicate transaction.,Billing & Subscriptions,Confused,High
Urgent: refund still pending. Please escalate if necessary.,Billing & Subscriptions,Urgent,High
" I'm facing an issue where charged twice. I cleared cache, but nothing changed. Thank you.",Billing & Subscriptions,Neutral,Critical
"Dear LearnSphere Support,

I am writing to formally report that refund still pending. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Urgent,Critical
"Hello,

I understand technical problems can happen, but charged twice. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Urgent,Critical
"vid... tax amount looks incorrect, plz fix. this keeps happening every time.",Billing & Subscriptions,Confused,High
"This wasn't happening before. Since the latest update, receipt not generated. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Neutral,Critical
"I'm honestly disappointed. wrong currency charged. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Frustrated,Critical
invoice unavailable.,Billing & Subscriptions,Confused,Critical
"Hi LearnSphere Team, student discount missing. Thank you.",Billing & Subscriptions,Confused,Critical
"I hope you're doing well. I'm facing an issue where payment gateway error. I checked my email spam folder, but nothing changed. Regards.",Billing & Subscriptions,Neutral,High
"Dear LearnSphere Support,

I am writing to formally report that payment deducted but failed. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Neutral,Critical
"Hello,

I understand technical problems can happen, but payment gateway error. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Angry,High
"plz... invoice unavailable, plz fix. this keeps happening every time.",Billing & Subscriptions,Angry,High
"This wasn't happening before. Since the latest update, student discount missing. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Angry,High
"I'm honestly disappointed. subscription renewed unexpectedly. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Angry,Critical
payment deducted but failed.,Billing & Subscriptions,Urgent,Critical
I hope you're doing well. trial converted unexpectedly. This is affecting my learning.,Billing & Subscriptions,Neutral,High
"Hello Support, I'm facing an issue where payment gateway error. I even asked a classmate to verify the issue, but nothing changed. Regards.",Billing & Subscriptions,Frustrated,Critical
"Dear LearnSphere Support,

I am writing to formally report that student discount missing. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Neutral,Critical
"Hello,

I understand technical problems can happen, but billing history inaccurate. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Confused,High
"cnt... invoice unavailable, plz fix. this keeps happening every time.",Billing & Subscriptions,Neutral,Critical
"This wasn't happening before. Since the latest update, payment deducted but failed. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Neutral,Critical
"I'm honestly disappointed. wrong currency charged. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Angry,High
subscription renewed unexpectedly.,Billing & Subscriptions,Angry,High
Urgent: coupon ignored. ,Billing & Subscriptions,Confused,Critical
"Dear Support Team, I'm facing an issue where coupon ignored. I tried another browser, but nothing changed. Please escalate if necessary.",Billing & Subscriptions,Frustrated,Critical
"Dear LearnSphere Support,

I am writing to formally report that payment gateway error. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Neutral,Critical
"Hello,

I understand technical problems can happen, but family plan inactive. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Urgent,Critical
"biling... wallet credit missing, plz fix. this keeps happening every time.",Billing & Subscriptions,Urgent,High
"This wasn't happening before. Since the latest update, billing history inaccurate. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Angry,High
"I'm honestly disappointed. plan not upgraded. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Confused,Critical
unexpected renewal.,Billing & Subscriptions,Urgent,Critical
"Good evening, payment gateway error. Regards.",Billing & Subscriptions,Frustrated,Critical
"Urgent: I'm facing an issue where student discount missing. I logged out and back in, but nothing changed. Thank you.",Billing & Subscriptions,Angry,High
"Dear LearnSphere Support,

I am writing to formally report that receipt not generated. This problem has persisted for the last few days and is preventing me from using the platform effectively. I updated the application without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Frustrated,High
"Hello,

I understand technical problems can happen, but trial converted unexpectedly. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Angry,Critical
"plz... billing history inaccurate, plz fix. this keeps happening every time.",Billing & Subscriptions,Frustrated,High
"This wasn't happening before. Since the latest update, invoice unavailable. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Urgent,High
"I'm honestly disappointed. invoice unavailable. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Confused,Critical
payment gateway error.,Billing & Subscriptions,Neutral,Critical
Urgent: trial converted unexpectedly. Kindly resolve this soon.,Billing & Subscriptions,Confused,Critical
" I'm facing an issue where receipt not generated. I updated the application, but nothing changed. Looking forward to your response.",Billing & Subscriptions,Frustrated,High
"Dear LearnSphere Support,

I am writing to formally report that trial converted unexpectedly. This problem has persisted for the last few days and is preventing me from using the platform effectively. I updated the application without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Confused,Critical
"Hello,

I understand technical problems can happen, but refund still pending. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Neutral,High
"vid... charged twice, plz fix. this keeps happening every time.",Billing & Subscriptions,Frustrated,Critical
"This wasn't happening before. Since the latest update, charged twice. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Confused,Critical
"I'm honestly disappointed. auto-renew disabled but billed. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Angry,Critical
family plan inactive.,Billing & Subscriptions,Angry,Critical
"Hey team, unexpected renewal. Kindly resolve this soon.",Billing & Subscriptions,Confused,Critical
"Good evening, I'm facing an issue where invoice unavailable. I updated the application, but nothing changed. Looking forward to your response.",Billing & Subscriptions,Angry,High
"Dear LearnSphere Support,

I am writing to formally report that receipt not generated. This problem has persisted for the last few days and is preventing me from using the platform effectively. I switched devices without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Billing & Subscriptions,Confused,High
"Hello,

I understand technical problems can happen, but subscription renewed unexpectedly. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Billing & Subscriptions,Frustrated,High
"subscrption... billing history inaccurate, plz fix. this keeps happening every time.",Billing & Subscriptions,Confused,High
"This wasn't happening before. Since the latest update, invoice unavailable. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Billing & Subscriptions,Angry,Critical
"I'm honestly disappointed. trial converted unexpectedly. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Billing & Subscriptions,Angry,High
audio out of sync.,Platform Bugs & UI,Urgent,Medium
Urgent: mobile app closes. Please escalate if necessary.,Platform Bugs & UI,Neutral,Low
"To whom it may concern, I'm facing an issue where downloads fail. I cleared cache, but nothing changed. ",Platform Bugs & UI,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that filter resets. This problem has persisted for the last few days and is preventing me from using the platform effectively. I checked my email spam folder without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,High
"Hello,

I understand technical problems can happen, but dashboard won't load. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Neutral,Low
"asap... app crashes, plz fix. this keeps happening every time.",Platform Bugs & UI,Neutral,Low
"This wasn't happening before. Since the latest update, dashboard won't load. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Angry,High
"I'm honestly disappointed. blank screen. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Confused,High
filter resets.,Platform Bugs & UI,Neutral,Medium
"Hello Support, filter resets. Thank you.",Platform Bugs & UI,Confused,Medium
"Hey team, I'm facing an issue where blank screen. I checked my email spam folder, but nothing changed. Please look into this.",Platform Bugs & UI,Neutral,High
"Dear LearnSphere Support,

I am writing to formally report that video freezes. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,High
"Hello,

I understand technical problems can happen, but dark mode unreadable. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Urgent,High
"subscrption... theme changes randomly, plz fix. this keeps happening every time.",Platform Bugs & UI,Neutral,Medium
"This wasn't happening before. Since the latest update, offline sync fails. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Confused,Low
"I'm honestly disappointed. page formatting broken. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Neutral,High
dashboard won't load.,Platform Bugs & UI,Neutral,Low
"Dear Support Team, dark mode unreadable. Please look into this.",Platform Bugs & UI,Neutral,High
"Hi LearnSphere Team, I'm facing an issue where page formatting broken. I checked my email spam folder, but nothing changed. ",Platform Bugs & UI,Frustrated,Low
"Dear LearnSphere Support,

I am writing to formally report that filter resets. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Neutral,Medium
"Hello,

I understand technical problems can happen, but search returns nothing. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Urgent,Medium
"cnt... calendar broken, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,High
"This wasn't happening before. Since the latest update, buttons overlap. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Urgent,Low
"I'm honestly disappointed. dashboard won't load. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Confused,High
audio out of sync.,Platform Bugs & UI,Neutral,Low
"Good evening, calendar broken. ",Platform Bugs & UI,Confused,High
"I hope you're doing well. I'm facing an issue where app crashes. I tried another browser, but nothing changed. Regards.",Platform Bugs & UI,Urgent,Low
"Dear LearnSphere Support,

I am writing to formally report that dark mode unreadable. This problem has persisted for the last few days and is preventing me from using the platform effectively. I updated the application without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,Low
"Hello,

I understand technical problems can happen, but audio out of sync. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Confused,Low
"vid... dashboard won't load, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,High
"This wasn't happening before. Since the latest update, calendar broken. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Frustrated,Low
"I'm honestly disappointed. downloads fail. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Angry,Medium
dark mode unreadable.,Platform Bugs & UI,Neutral,Medium
"Good evening, mobile app closes. Please escalate if necessary.",Platform Bugs & UI,Angry,Medium
"Dear Support Team, I'm facing an issue where calendar broken. I updated the application, but nothing changed. Please look into this.",Platform Bugs & UI,Neutral,Medium
"Dear LearnSphere Support,

I am writing to formally report that spinner never stops. This problem has persisted for the last few days and is preventing me from using the platform effectively. I logged out and back in without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Urgent,High
"Hello,

I understand technical problems can happen, but app crashes. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Frustrated,High
"subscrption... quiz page reloads, plz fix. this keeps happening every time.",Platform Bugs & UI,Urgent,High
"This wasn't happening before. Since the latest update, calendar broken. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Neutral,Medium
"I'm honestly disappointed. calendar broken. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Frustrated,Medium
dashboard won't load.,Platform Bugs & UI,Angry,Medium
"Good evening, discussion page hangs. Looking forward to your response.",Platform Bugs & UI,Confused,Medium
"Hi LearnSphere Team, I'm facing an issue where mobile app closes. I cleared cache, but nothing changed. Thank you.",Platform Bugs & UI,Frustrated,Medium
"Dear LearnSphere Support,

I am writing to formally report that buttons overlap. This problem has persisted for the last few days and is preventing me from using the platform effectively. I tried another browser without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,Medium
"Hello,

I understand technical problems can happen, but discussion page hangs. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Neutral,Medium
"plz... captions overlap controls, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,High
"This wasn't happening before. Since the latest update, blank screen. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Frustrated,High
"I'm honestly disappointed. captions overlap controls. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Urgent,High
buttons overlap.,Platform Bugs & UI,Frustrated,Low
"Dear Support Team, page formatting broken. Please escalate if necessary.",Platform Bugs & UI,Urgent,Low
"Dear Support Team, I'm facing an issue where buttons overlap. I checked my email spam folder, but nothing changed. This is affecting my learning.",Platform Bugs & UI,Angry,High
"Dear LearnSphere Support,

I am writing to formally report that blank screen. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Neutral,Medium
"Hello,

I understand technical problems can happen, but theme changes randomly. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Neutral,Low
"cnt... blank screen, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,Medium
"This wasn't happening before. Since the latest update, spinner never stops. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Neutral,Low
"I'm honestly disappointed. calendar broken. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Neutral,Low
audio out of sync.,Platform Bugs & UI,Frustrated,Medium
"To whom it may concern, captions overlap controls. Regards.",Platform Bugs & UI,Angry,Low
"Hey team, I'm facing an issue where search returns nothing. I updated the application, but nothing changed. Kindly resolve this soon.",Platform Bugs & UI,Urgent,High
"Dear LearnSphere Support,

I am writing to formally report that buttons overlap. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Neutral,Low
"Hello,

I understand technical problems can happen, but app crashes. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Frustrated,Low
"cnt... dashboard won't load, plz fix. this keeps happening every time.",Platform Bugs & UI,Angry,Low
"This wasn't happening before. Since the latest update, dark mode unreadable. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Confused,High
"I'm honestly disappointed. video freezes. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Frustrated,High
spinner never stops.,Platform Bugs & UI,Neutral,Low
"To whom it may concern, theme changes randomly. Please look into this.",Platform Bugs & UI,Urgent,High
"Urgent: I'm facing an issue where dark mode unreadable. I updated the application, but nothing changed. Please escalate if necessary.",Platform Bugs & UI,Frustrated,High
"Dear LearnSphere Support,

I am writing to formally report that discussion page hangs. This problem has persisted for the last few days and is preventing me from using the platform effectively. I cleared cache without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,High
"Hello,

I understand technical problems can happen, but dark mode unreadable. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Frustrated,High
"vid... mobile app closes, plz fix. this keeps happening every time.",Platform Bugs & UI,Neutral,High
"This wasn't happening before. Since the latest update, offline sync fails. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Angry,Low
"I'm honestly disappointed. blank screen. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Neutral,High
theme changes randomly.,Platform Bugs & UI,Frustrated,Medium
"Good evening, offline sync fails. Regards.",Platform Bugs & UI,Urgent,Low
"Good evening, I'm facing an issue where spinner never stops. I checked my email spam folder, but nothing changed. Please escalate if necessary.",Platform Bugs & UI,Frustrated,High
"Dear LearnSphere Support,

I am writing to formally report that quiz page reloads. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Frustrated,High
"Hello,

I understand technical problems can happen, but audio out of sync. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Confused,Low
"biling... app crashes, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,High
"This wasn't happening before. Since the latest update, dashboard won't load. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Confused,Medium
"I'm honestly disappointed. spinner never stops. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Frustrated,High
offline sync fails.,Platform Bugs & UI,Angry,High
"Hi LearnSphere Team, audio out of sync. Please look into this.",Platform Bugs & UI,Neutral,Low
"Hi LearnSphere Team, I'm facing an issue where theme changes randomly. I updated the application, but nothing changed. Thank you.",Platform Bugs & UI,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that filter resets. This problem has persisted for the last few days and is preventing me from using the platform effectively. I even asked a classmate to verify the issue without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Urgent,Low
"Hello,

I understand technical problems can happen, but dashboard won't load. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Confused,Low
"pasword... app crashes, plz fix. this keeps happening every time.",Platform Bugs & UI,Angry,High
"This wasn't happening before. Since the latest update, video freezes. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Angry,High
